text,cmp_code,pos
"Much of the time, migration is voluntary, is on a relatively small scale and is a positive benefit for all concerned.",607,2180
"But, increasingly, people are being forced to move because Climate change affects their environment so that it can no longer support them;",107,2181
The economic opportunities in their home country are so limited that they leave home to work abroad;,107,2182
"or War, natural disasters or political repression lead them to become refugees.",107,2183
These pressures lead to growing numbers of people seeking to come to the UK from the EU and elsewhere.,107,2184
"But it is wrong to scapegoat immigrants for problems with housing, education, health or local authority services.",503,2185
"These problems are the result of successive governments policy failure, which the rest of this manifesto is designed to put right.",107,2186
"The Green Party believes that, in the medium to long term, we must reduce the pressures that lead to involuntary migration.",107,2187
We will Seek through our international policies to reduce war and discourage repressive regimes that lead to the creation of refugees.,106,2188
"Make a global deal on climate change a priority of our foreign policy,",107,2189
and help poorer countries cope with the climate change.,107,2190
"Seek to promote ecologically sustainable development in the poorer parts of the world,",107,2191
so that there is greater equality between the richer and poorer nations.,107,2192
Promote policies in the EU that improve opportunities across the Union,108,2193
"and refocus on social and environmental benefits, rather than economic liberalisation.",416,2194
We accept that these policies will take time to work and that we must address immigration as it is here and now.,416,2195
"Some controls on immigration will be needed for the foreseeable future; for now, we reject an open borders approach.",403,2196
